brand,category,link,price,product_name,description,seller,photo,product_id
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-note-10s-6-128gb-seryy-288631104/,29741,"Смартфон Xiaomi Redmi Note 10S 6/128GB, серый","Тип : Смартфон
Диагональ экрана, дюймы : 6.43
Емкость аккумулятора, мАч : 5000
Процессор : Helio G95 (8 ядер), 2.05 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Wi-Fi, Bluetooth, NFC
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 6 ГБ
Встроенная память : 128 ГБ
",11777,https://cdn1.ozone.ru/s3/multimedia-h/6079924373.jpg,104
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-note-10-s-6-128gb-temno-seryy-316459115/,22000,"Смартфон Xiaomi Redmi Notе 10 S 6/128GB, темно-серый","Тип : Смартфон
Диагональ экрана, дюймы : 6.43
Емкость аккумулятора, мАч : 5000
Процессор : Helio G95 (8 ядер), 2.05 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, Wi-Fi, NFC
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 6 ГБ
Встроенная память : 128 ГБ
",26882,https://cdn1.ozone.ru/s3/multimedia-y/6098428462.jpg,105
Samsung,Смартфоны,https://www.ozon.ru/product/smartfon-samsung-galaxy-m12-4-64gb-siniy-256980953/,14559,"Смартфон Samsung Galaxy M12 4/64GB, синий","Тип : Смартфон
Диагональ экрана, дюймы : 6.5
Емкость аккумулятора, мАч : 5000
Процессор : Exynos 850 (8 ядер), 2.0 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Wi-Fi, Bluetooth, NFC
Разрешение экрана : 1600x720
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-p/6142194013.jpg,106
Poco,Смартфоны,https://www.ozon.ru/product/smartfon-poco-m4-pro-6-7hd-6-256gb-chernyy-571983195/,7100,"Смартфон Poco M4 Pro 6.7HD 6/256GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.7
Емкость аккумулятора, мАч : 6800
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 2960x1440
Число ядер процессора : 10
Оперативная память : 6 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 32
",298329,https://cdn1.ozone.ru/s3/multimedia-7/6224242207.jpg,107
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-note-11-twilight-blue-4gb-ram-64gb-rom-4-64gb-goluboy-569194026/,21330,"Смартфон Xiaomi Redmi Note 11 Twilight Blue 4GB RAM 64GB ROM 4/64GB, голубой","Тип : Смартфон
Диагональ экрана, дюймы : 6.43
Емкость аккумулятора, мАч : 5000
Процессор : Helio G96 (8 ядер), 2.05 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi, ИК-порт
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",451295,https://cdn1.ozone.ru/s3/multimedia-o/6306819132.jpg,108
ZTE,Смартфоны,https://www.ozon.ru/product/smartfon-zte-blade-l9-1-32gb-siniy-388263528/,4990,"Смартфон ZTE Blade L9 1/32GB, синий","Тип : Смартфон
Диагональ экрана, дюймы : 5
Емкость аккумулятора, мАч : 2000
Процессор : SC7731E (4 ядра), 1.3 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Wi-Fi, Bluetooth
Разрешение экрана : 960x480
Число ядер процессора : 4
Оперативная память : 1 ГБ
Встроенная память : 32 ГБ
",11777,https://cdn1.ozone.ru/s3/multimedia-h/6150082577.jpg,109
Doogee,Смартфоны,https://www.ozon.ru/product/smartfon-doogee-s88-pro-6-128gb-zelenyy-chernyy-464838675/,12536,"Смартфон Doogee S88 Pro 6/128GB, зеленый, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.3
Емкость аккумулятора, мАч : 10000
Процессор : Helio P70 (8 ядер), 2.1 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : GPS, Bluetooth
Разрешение экрана : 2340x1080
Число ядер процессора : 8
Оперативная память : 6 ГБ
Встроенная память : 128 ГБ
",161217,https://cdn1.ozone.ru/s3/multimedia-i/6225799038.jpg,110
realme,Смартфоны,https://www.ozon.ru/product/smartfon-realme-narzo-50i-2-32gb-chernyy-utsenennyy-tovar-580693412/,8711,"Смартфон realme narzo 50i 2/32GB, черный. Уцененный товар","Тип : Смартфон
Диагональ экрана, дюймы : 6.5
Емкость аккумулятора, мАч : 5000
Процессор : SC9863A (8 ядер), 1.6 ГГц
Основной материал корпуса : Пластик
",667,https://cdn1.ozone.ru/s3/multimedia-1/6267878017.jpg,111
,Смартфоны,https://www.ozon.ru/product/smartfon-p50-pro-7-3hd-8-256gb-zolotoy-571397609/,8255,"Смартфон P50 Pro 7.3HD 8/256GB, золотой","Тип : Смартфон
Диагональ экрана, дюймы : 7.3
Емкость аккумулятора, мАч : 6800
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 3000x2000
Число ядер процессора : 10
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 64
",406310,https://cdn1.ozone.ru/s3/multimedia-o/6171544992.jpg,112
Poco,Смартфоны,https://www.ozon.ru/product/smartfon-poco-m4-pro-2022-8-256gb-chernyy-505635386/,27439,"Смартфон Poco  M4 Pro 2022 8/256GB, черный","Тип : Смартфон
Емкость аккумулятора, мАч : 5000
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi, ИК-порт
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 6400
Гарантийный срок : 1 год
Технология матрицы : AMOLED
Назначение слотов : SIM 1, SIM 2
",198978,https://cdn1.ozone.ru/s3/multimedia-9/6265196817.jpg,113
Nokia,Смартфоны,https://www.ozon.ru/product/smartfon-nokia-g50-4-128gb-siniy-478336693/,18990,"Смартфон Nokia G50 4/128GB, синий","Тип : Смартфон
Диагональ экрана, дюймы : 6.82
Емкость аккумулятора, мАч : 5000
Процессор : Snapdragon 480 (8 ядер), 2.0 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : NFC, Bluetooth, Wi-Fi
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 128 ГБ
Разрешение основной камеры, Мпикс : 48
",11777,https://cdn1.ozone.ru/s3/multimedia-1/6244143181.jpg,114
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-note-10-pro-8-128gb-goluboy-568777291/,28990,"Смартфон Xiaomi Redmi Note 10 Pro 8/128GB, голубой","Тип : Смартфон
Диагональ экрана, дюймы : 6.67
Емкость аккумулятора, мАч : 5020
Процессор : Snapdragon 732G (8 ядер), 2.3 ГГц
Основной материал корпуса : Стекло
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi, ИК-порт
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 128 ГБ
",451295,https://cdn1.ozone.ru/s3/multimedia-s/6301402612.jpg,115
Doogee,Смартфоны,https://www.ozon.ru/product/smartfon-doogee-s40-pro-4-64gb-chernyy-223505761/,12736,"Смартфон Doogee S40 Pro 4/64GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 5.5
Емкость аккумулятора, мАч : 4650
Процессор : MT6762R (8 ядер), 2.0 ГГц
Основной материал корпуса : Металл, Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 960x480
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",11777,https://cdn1.ozone.ru/s3/multimedia-u/6152321790.jpg,116
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-10c-4-128gb-siniy-563253625/,17563,"Смартфон Xiaomi Redmi 10C 4/128GB, синий","Тип : Смартфон
Диагональ экрана, дюймы : 6.71
Емкость аккумулятора, мАч : 5000
Процессор : Snapdragon 680 (8 ядер), 2.4 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 1920x1080
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 128 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-t/6303295493.jpg,117
Vivo,Смартфоны,https://www.ozon.ru/product/smartfon-vivo-v23e-8-128gb-chernyy-488964434/,29990,"Смартфон Vivo V23e 8/128GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.44
Емкость аккумулятора, мАч : 4050
Процессор : Helio G96 (8 ядер), 2.05 ГГц
Основной материал корпуса : Стекло, Пластик
Беспроводные интерфейсы : Bluetooth
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 128 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-k/6249935348.jpg,118
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-10c-4-64gb-siniy-563253730/,14999,"Смартфон Xiaomi Redmi 10C 4/64GB, синий","Тип : Смартфон
Диагональ экрана, дюймы : 6.71
Емкость аккумулятора, мАч : 5000
Процессор : Snapdragon 680 (8 ядер), 2.4 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 1920x1080
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-u/6303295494.jpg,119
realme,Смартфоны,https://www.ozon.ru/product/smartfon-realme-c11-2021-4-64gb-goluboy-536898932/,11990,"Смартфон realme C11 (2021) 4/64GB, голубой","Тип : Смартфон
Диагональ экрана, дюймы : 6.5
Емкость аккумулятора, мАч : 5000
Процессор : SC9863A (8 ядер), 1.6 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, NFC
Разрешение экрана : 1600x720
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-r/6286735347.jpg,120
Nokia,Смартфоны,https://www.ozon.ru/product/smartfon-nokia-c30-2-32gb-serebristyy-317052505/,10914,"Смартфон Nokia C30 2/32GB, серебристый","Тип : Смартфон
Диагональ экрана, дюймы : 6.82
Емкость аккумулятора, мАч : 6000
Процессор : SC9863A (8 ядер), 1.6 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth
Разрешение экрана : 1640x720
Число ядер процессора : 8
Оперативная память : 2 ГБ
Встроенная память : 32 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-2/6099218774.jpg,121
Nokia,Смартфоны,https://www.ozon.ru/product/smartfon-nokia-c30-2-32gb-zelenyy-317052491/,12966,"Смартфон Nokia C30 2/32GB, зеленый","Тип : Смартфон
Диагональ экрана, дюймы : 6.82
Емкость аккумулятора, мАч : 6000
Процессор : SC9863A (8 ядер), 1.6 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth
Разрешение экрана : 1640x720
Число ядер процессора : 8
Оперативная память : 2 ГБ
Встроенная память : 32 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-r/6099218799.jpg,122
,Смартфоны,https://www.ozon.ru/product/smartfon-mix4-6-7hd-8-256gb-chernyy-571981242/,6952,"Смартфон Mix4 6.7HD 8/256GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.7
Емкость аккумулятора, мАч : 6800
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 2960x1440
Число ядер процессора : 10
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 50
",298329,https://cdn1.ozone.ru/s3/multimedia-d/6212629297.jpg,123
,Смартфоны,https://www.ozon.ru/product/smartfon-p50-pro-16-512gb-chernyy-564381576/,7946,"Смартфон P50 pro 16/512GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.99
Емкость аккумулятора, мАч : 5600
Беспроводные интерфейсы : GPS, Bluetooth
Оперативная память : 8 ГБ
Встроенная память : 512 ГБ
Гарантийный срок : 0
Операционная система : Android
Навигация : A-GPS
Партномер : P50 pro
",227514,https://cdn1.ozone.ru/s3/multimedia-k/6303379472.jpg,124
Nokia,Смартфоны,https://www.ozon.ru/product/smartfon-nokia-c30-3-64gb-zelenyy-317052603/,11041,"Смартфон Nokia C30 3/64GB, зеленый","Тип : Смартфон
Диагональ экрана, дюймы : 6.82
Емкость аккумулятора, мАч : 6000
Процессор : SC9863A (8 ядер), 1.6 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth
Разрешение экрана : 1640x720
Число ядер процессора : 8
Оперативная память : 3 ГБ
Встроенная память : 64 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-r/6099218799.jpg,125
TCL,Смартфоны,https://www.ozon.ru/product/smartfon-tcl-20l-6-256gb-seryy-300842629/,20930,"Смартфон TCL 20L+ 6/256GB, серый","Тип : Смартфон
Диагональ экрана, дюймы : 6.67
Емкость аккумулятора, мАч : 5000
Процессор : Snapdragon 662 (8 ядер), 2.0 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : NFC, Wi-Fi, Bluetooth, GPS
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 6 ГБ
Встроенная память : 256 ГБ
",6915,https://cdn1.ozone.ru/s3/multimedia-4/6086184184.jpg,126
Tecno,Смартфоны,https://www.ozon.ru/product/smartfon-tecno-camon-18p-8-128gb-siniy-438310434/,18990,"Смартфон Tecno Camon 18P 8/128GB, синий","Тип : Смартфон
Диагональ экрана, дюймы : 6.78
Емкость аккумулятора, мАч : 5000
Процессор : Helio G96 (8 ядер), 2.05 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 2460x1080
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 128 ГБ
",6206,https://cdn1.ozone.ru/s3/multimedia-y/6247562062.jpg,127
Tecno,Смартфоны,https://www.ozon.ru/product/smartfon-tecno-camon-18p-8-128gb-belyy-438297922/,18990,"Смартфон Tecno Camon 18P 8/128GB, белый","Тип : Смартфон
Диагональ экрана, дюймы : 6.78
Емкость аккумулятора, мАч : 5000
Процессор : Helio G96 (8 ядер), 2.05 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, NFC, Wi-Fi, GPS
Разрешение экрана : 2460x1080
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 128 ГБ
",6206,https://cdn1.ozone.ru/s3/multimedia-r/6247562271.jpg,128
Poco,Смартфоны,https://www.ozon.ru/product/smartfon-poco-m4-pro-6-7hd-4-128gb-zheltyy-571983293/,6900,"Смартфон Poco M4 Pro 6.7HD 4/128GB, желтый","Тип : Смартфон
Диагональ экрана, дюймы : 6.7
Емкость аккумулятора, мАч : 6800
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 2960x1440
Число ядер процессора : 10
Оперативная память : 4 ГБ
Встроенная память : 128 ГБ
Разрешение основной камеры, Мпикс : 32
",298329,https://cdn1.ozone.ru/s3/multimedia-2/6224247098.jpg,129
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-10c-4-128gb-seryy-575583399/,19712,"Смартфон Xiaomi Redmi 10C 4/128GB, серый","Тип : Смартфон
Диагональ экрана, дюймы : 6.71
Емкость аккумулятора, мАч : 5000
Процессор : Snapdragon 680 (8 ядер), 2.4 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 1920x1080
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 128 ГБ
",403307,https://cdn1.ozone.ru/s3/multimedia-k/6303295520.jpg,130
Blackview,Смартфоны,https://www.ozon.ru/product/smartfon-blackview-bv6300-pro-black-6-128gb-chernyy-protivoudarnyy-smartfon-blekvyu-bv-6300-pro-270058525/,17720,"Смартфон Blackview BV6300 Pro 6/128GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 5.7
Емкость аккумулятора, мАч : 4380
Процессор : Helio P70 (8 ядер), 2.1 ГГц
Основной материал корпуса : Пластик, Металл
Беспроводные интерфейсы : Bluetooth, GPS, Wi-Fi
Разрешение экрана : 1440x720
Число ядер процессора : 8
Оперативная память : 6 ГБ
Встроенная память : 128 ГБ
",6915,https://cdn1.ozone.ru/s3/multimedia-7/6065817547.jpg,131
Poco,Смартфоны,https://www.ozon.ru/product/smartfon-poco-m4-pro-6-7hd-4-128gb-chernyy-571983166/,6900,"Смартфон Poco M4 Pro 6.7HD 4/128GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.7
Емкость аккумулятора, мАч : 6800
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 2960x1440
Число ядер процессора : 10
Оперативная память : 4 ГБ
Встроенная память : 128 ГБ
Разрешение основной камеры, Мпикс : 32
",298329,https://cdn1.ozone.ru/s3/multimedia-7/6224242207.jpg,132
Samsung,Смартфоны,https://www.ozon.ru/product/smartfon-samsung-galaxy-a22s-5g-4-64gb-seryy-427621784/,17999,"Смартфон Samsung Galaxy A22s 5G 4/64GB, серый","Тип : Смартфон
Диагональ экрана, дюймы : 6.6
Емкость аккумулятора, мАч : 5000
Процессор : Dimensity 700 (8 ядер), 2.2 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : NFC, Bluetooth, GPS, Wi-Fi
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-z/6178284347.jpg,133
Oukitel,Смартфоны,https://www.ozon.ru/product/smartfon-oukitel-k15-pro-6-128gb-chernyy-546380237/,20790,"Смартфон Oukitel K15 Pro 6/128GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.52
Емкость аккумулятора, мАч : 10000
Процессор : Helio P60 (8 ядер), 2.0 ГГц
Основной материал корпуса : Стекло, Пластик
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 1600x720
Число ядер процессора : 8
Оперативная память : 6 ГБ
Встроенная память : 128 ГБ
",4648,https://cdn1.ozone.ru/s3/multimedia-m/6120714070.jpg,134
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-redmi-10c-4-64gb-chernyy-562671487/,15990,"Смартфон Xiaomi Redmi 10C 4/64GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.71
Емкость аккумулятора, мАч : 5000
Процессор : Snapdragon 680 (8 ядер), 2.4 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 1920x1080
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",198245,https://cdn1.ozone.ru/s3/multimedia-y/6302948026.jpg,135
Doogee,Смартфоны,https://www.ozon.ru/product/smartfon-doogee-s86-6-128gb-krasnyy-306020466/,18525,"Смартфон Doogee S86 6/128GB, красный","Тип : Смартфон
Диагональ экрана, дюймы : 6.1
Емкость аккумулятора, мАч : 8500
Процессор : Helio P60 (8 ядер), 2.0 ГГц
Основной материал корпуса : Металл, Пластик, Стекло
Беспроводные интерфейсы : Bluetooth, Wi-Fi, NFC, GPS
Разрешение экрана : 1560x720
Число ядер процессора : 8
Оперативная память : 6 ГБ
Встроенная память : 128 ГБ
",11777,https://cdn1.ozone.ru/s3/multimedia-2/6088126310.jpg,136
realme,Смартфоны,https://www.ozon.ru/product/smartfon-realme-9-pro-5g-8-256gb-chernyy-485302013/,37999,"Смартфон realme 9 Pro+ 5G 8/256GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.4
Емкость аккумулятора, мАч : 4500
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, GPS, NFC, Wi-Fi
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 50
",667,https://cdn1.ozone.ru/s3/multimedia-7/6247919299.jpg,137
,Смартфоны,https://www.ozon.ru/product/smartfon-p50-pro-7-3hd-8-256gb-zolotoy-571983309/,8510,"Смартфон P50 Pro 7.3 Full HD 8/256GB, золотой","Тип : Смартфон
Диагональ экрана, дюймы : 7.3
Емкость аккумулятора, мАч : 6800
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 3000x2000
Число ядер процессора : 10
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 64
",298329,https://cdn1.ozone.ru/s3/multimedia-e/6321236438.jpg,138
ZTE,Смартфоны,https://www.ozon.ru/product/smartfon-zte-blade-a31-2-32gb-seryy-2-seryy-280482667/,7490,"Смартфон ZTE Blade A31 2/32GB Серый 2/, серый","Тип : Смартфон
Диагональ экрана, дюймы : 5.45
Емкость аккумулятора, мАч : 3000
Процессор : SC9863A (8 ядер), 1.6 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Wi-Fi, NFC, Bluetooth
Разрешение экрана : 1440x720
Число ядер процессора : 8
Встроенная память : 32 ГБ
Разрешение основной камеры, Мпикс : 8
",11777,https://cdn1.ozone.ru/s3/multimedia-4/6071053744.jpg,139
Apple,Смартфоны,https://www.ozon.ru/product/smartfon-apple-iphone-12-256gb-product-red-191319433/,71614,"Смартфон Apple iPhone 12 256GB, (PRODUCT)RED","Диагональ экрана, дюймы : 6.1
Тип : Смартфон
Оперативная память : 4 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 12
Процессор : A14 Bionic (6 ядер), 2.66 ГГц
Беспроводные интерфейсы : Bluetooth, NFC, Wi-Fi
Стандарты связи : 5G, LTE, 3G
Разрешение экрана : 2532x1170
Основной материал корпуса : Металл, Стекло
",667,https://cdn1.ozone.ru/s3/multimedia-n/6025763819.jpg,140
realme,Смартфоны,https://www.ozon.ru/product/smartfon-realme-8i-4-64gb-chernyy-579501350/,17250,"Смартфон realme 8i 4/64GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.6
Емкость аккумулятора, мАч : 5000
Процессор : Helio G96 (8 ядер), 2.05 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Wi-Fi, Bluetooth, NFC
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
",236277,https://cdn1.ozone.ru/s3/multimedia-l/6316373709.jpg,141
BQ,Смартфоны,https://www.ozon.ru/product/smartfon-bq-6630l-magic-l-3-32gb-chernyy-208907734/,8059,"Смартфон BQ 6630L Magic L 3/, черный","Тип : Смартфон
Диагональ экрана, дюймы : 6.53
Емкость аккумулятора, мАч : 4920
Процессор : SC9863A (8 ядер), 1.6 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, NFC
Разрешение экрана : 1600x720
Число ядер процессора : 8
Встроенная память : 32 ГБ
Разрешение основной камеры, Мпикс : 12
",667,https://cdn1.ozone.ru/s3/multimedia-m/6030179110.jpg,142
Samsung,Смартфоны,https://www.ozon.ru/product/smartfon-samsung-galaxy-a22s-5g-4-64gb-belyy-491379215/,18557,"Смартфон Samsung Galaxy A22s 5G 4/64GB, белый","Тип : Смартфон
Диагональ экрана, дюймы : 6.6
Емкость аккумулятора, мАч : 5000
Оперативная память : 4 ГБ
Встроенная память : 64 ГБ
Гарантийный срок : 1 год
Операционная система : Android
Партномер : SM-A226BZWUSER
Размеры, мм : 167.2 x 76.4 x 9.0
Вес товара, г : 203
",667,https://cdn1.ozone.ru/s3/multimedia-q/6251795726.jpg,143
,Смартфоны,https://www.ozon.ru/product/smartfon-s22-ultra-7-2hd-8-256gb-chernyy-571983261/,8500,"Смартфон S22 Ultra 7.2HD 8/256GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 7.2
Емкость аккумулятора, мАч : 5600
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 3000x2000
Число ядер процессора : 10
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 48
",298329,https://cdn1.ozone.ru/s3/multimedia-7/6300954967.jpg,144
Infinix,Смартфоны,https://www.ozon.ru/product/smartfon-infinix-note-10-pro-8-128gb-fioletovyy-483882616/,18450,"Смартфон Infinix NOTE 10 Pro 8/128GB, фиолетовый","Тип : Смартфон
Диагональ экрана, дюймы : 6.95
Емкость аккумулятора, мАч : 5000
Процессор : Helio G95 (8 ядер), 2.05 ГГц
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS, NFC
Разрешение экрана : 2460x1080
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 128 ГБ
",188412,https://cdn1.ozone.ru/s3/multimedia-d/6229094941.jpg,145
Xiaomi,Смартфоны,https://www.ozon.ru/product/smartfon-xiaomi-11-lite-5g-ne-8-256gb-goluboy-392341803/,33965,"Смартфон Xiaomi 11 Lite 5G NE 8/256GB, голубой","Тип : Смартфон
Диагональ экрана, дюймы : 6.55
Емкость аккумулятора, мАч : 4250
Процессор : Snapdragon 778G (8 ядер), 2.4 ГГц
Основной материал корпуса : Пластик, Стекло
Беспроводные интерфейсы : GPS, Bluetooth, Wi-Fi, ИК-порт, NFC
Разрешение экрана : 2400x1080
Число ядер процессора : 8
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
",667,https://cdn1.ozone.ru/s3/multimedia-7/6152783395.jpg,146
,Смартфоны,https://www.ozon.ru/product/smartfon-p60-pro-7-3hd-8-256gb-chernyy-571954133/,9010,"Смартфон P60 Pro 7.3HD 8/256GB, черный","Тип : Смартфон
Диагональ экрана, дюймы : 7.3
Емкость аккумулятора, мАч : 5600
Основной материал корпуса : Пластик
Беспроводные интерфейсы : Bluetooth, Wi-Fi, GPS
Разрешение экрана : 2960x1440
Число ядер процессора : 10
Оперативная память : 8 ГБ
Встроенная память : 256 ГБ
Разрешение основной камеры, Мпикс : 48
",298329,https://cdn1.ozone.ru/s3/multimedia-i/6170456166.jpg,147
Apple,Смартфоны,https://www.ozon.ru/product/smartfon-apple-iphone-11-128gb-belyy-581480981/,45154,"Смартфон Apple iPhone 11 128GB, белый","Тип : Смартфон
Диагональ экрана, дюймы : 6.1
Оперативная память : 4 ГБ
Встроенная память : 128 ГБ
Разрешение основной камеры, Мпикс : 12
Процессор : A13 Bionic (6 ядер), 2.65 ГГц
Беспроводные интерфейсы : Wi-Fi, Bluetooth, NFC, GPS
Стандарты связи : 2G, 3G, LTE
Разрешение экрана : 1792x828
Емкость аккумулятора, мАч : 3110
",269130,https://cdn1.ozone.ru/s3/multimedia-j/6058515391.jpg,148
